Coordinates,County,State,Latitude,Longitude,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,ZIP,Population (2020 census),Area (mi^2),Density (Population/mi^2),"Total Population Change, Annual Change, July 1, 2021 to July 1, 2022","Total Population Change, Cumulative Change, April 1, 2020 to July 1, 2022",Population Change Percent 2021-2022,"Assault crimes per 1,000","Robbery crimes per 1,000","Rape crimes per 1,000","Murder crimes per 1,000","Theft crimes per 1,000","Vehicle_Theft crimes per 1,000","Burglary crimes per 1,000","Arson crimes per 1,000","Kidnapping crimes per 1,000","Drug_Crimes crimes per 1,000","Vandalism crimes per 1,000","Identity_Theft crimes per 1,000","Animal_Cruelty crimes per 1,000","Total_Violent_Crime_Value crimes per 1,000",Total_Violent_Crime_Grade,"Total_Property_Crime_Value crimes per 1,000",Total_Property_Crime_Grade,Total_Other_Rate_Value,Total_Other_Rate_Grade,Median Home Price Q1 2023,Monthly Payment Q1 2023,Monthly Payment Q1 2022,Percent Change in Monthly Payment,Average_S8_Rent,S8 rent - Mortgage Payment,Landlord Friendly,Investment_Score,Investment Rank,S8 rent - Mortgage Payment_log_transformed,"Total_Violent_Crime_Value crimes per 1,000_log_transformed",Population (2020 census)_log_transformed
"45.5521529589, -94.6130114109",Stearns County,MN,45.55215296,-94.61301141,754,781,972,1309,1552,56307,158292,1344.52,117.731,1261,2108,0.797,0.3468,0.9504,0.4225,0.0188,6.381,0.695,3.183,0.0159,0.0998,0.6998,4.173,1.103,0.0307,1.739,C-,10.28,B,6.106,B+,290440,1630,1199,35.947,1073.6,-556.4,Neutral,7.832724492,1242,8.53361757,1.189366652,11.97387574
"44.022343746, -93.2260411098",Steele County,MN,44.02234375,-93.22604111,666,726,939,1334,1599,56072,37406,429.55,87.082,-11,-2,-0.029,0.6902,0.0715,0.4224,0.0509,44.09,0.6519,4.389,0.0163,0.2178,0.4843,10.51,1.1,0.033,1.235,B-,49.15,F,12.35,D,235638,1322,887,49.042,1052.8,-269.2,Neutral,8.034334757,1116,8.588583188,1.022810575,10.53667239
"45.2827261064, -95.68142838",Swift County,MN,45.28272611,-95.68142838,552,628,826,1005,1110,56289,9838,743.53,13.231,-26,-80,-0.264,0.3142,0.3534,0.4147,0.0171,3.118,0.6458,3.479,0.0142,0.0196,0.1862,4.461,1.111,0.026,1.1,B+,7.257,A+,5.803,B+,145683,818,578,41.522,824.2,6.2,Neutral,8.284217317,878,8.638596333,0.973049066,9.220686664
"45.7721844848, -96.4716413553",Traverse County,MN,45.77218448,-96.47164136,552,651,826,1174,1284,56219,3360,574.09,5.853,-12,-91,-0.357,1.201,1.403,0.518,0.0697,139.5,1.583,9.349,0.0807,0.0614,2.968,17.56,1.114,0.1174,3.192,D-,150.5,F,21.82,F,117946,662,438,51.142,897.4,235.4,Neutral,8.463672802,683,8.678393252,1.555615106,8.195885391
"44.2842861611, -92.2302602596",Wabasha County,MN,44.28428616,-92.23026026,593,727,826,1174,1407,55964,21387,525.01,40.736,144,278,0.673,0.4073,0.0368,0.4175,0.0163,6.848,0.606,2.796,0.0151,0.017,0.413,4.963,1.098,0.038,0.8779,A,10.26,B,6.529,B,239370,1343,949,41.517,945.4,-397.6,Neutral,7.965081379,1165,8.564382074,0.885377813,9.982899292
"46.5857615606, -94.9694078336",Wadena County,MN,46.58576156,-94.96940783,560,717,837,1019,1124,56479,14065,535.02,26.289,123,242,0.875,0.6487,0.2476,0.4409,0.0164,6.907,0.8038,6.095,0.0186,0.0444,1.39,5.477,1.1,0.1661,1.354,B-,13.82,C-,8.178,C+,182200,1022,690,48.116,851.4,-170.6,Neutral,8.185194137,996,8.606777921,1.064710737,9.570180302
"44.0221236545, -93.5872832229",Waseca County,MN,44.02212365,-93.58728322,623,628,826,1174,1211,56072,18968,432.25,43.882,-99,-73,-0.522,0.6902,0.0715,0.4224,0.0509,44.09,0.6519,4.389,0.0163,0.2178,0.4843,10.51,1.1,0.033,1.235,B-,49.15,F,12.35,D,210573,1182,829,42.581,892.4,-289.6,Neutral,8.001261889,1139,8.584777071,1.022810575,9.864434825
"43.9784278928, -94.6140606084",Watonwan County,MN,43.97842789,-94.61406061,552,731,826,1174,1345,56088,11253,434.51,25.898,-83,-176,-0.738,0.9826,0.5372,0.4541,0.0583,8.915,0.718,5.599,0.0263,0.0519,4.698,10,1.095,0.0607,2.032,D+,15.26,D+,15.91,D-,135123,758,504,50.397,925.6,167.6,Neutral,8.387927399,763,8.666784924,1.274803985,9.351753125
"46.3570765653, -96.4683496086",Wilkin County,MN,46.35707657,-96.46834961,552,628,826,1174,1407,56514,6506,751.43,8.658,-60,-163,-0.922,0.5998,0.7052,0.4104,0.0173,8.551,0.7359,3.96,0.0219,0.0212,0.9477,5.355,1.09,0.0121,1.733,C-,13.27,C-,7.426,B-,196450,1102,707,55.87,917.4,-184.6,Neutral,8.062910534,1091,8.604214568,1.187538498,8.820551743
"43.9868496601, -91.779129433",Winona County,MN,43.98684966,-91.77912943,598,723,894,1197,1298,55923,49671,626.3,79.309,-272,-184,-0.548,0.4433,0.0619,0.4046,0.0176,6.976,0.6678,3.325,0.0117,0.0772,0.9859,3.636,1.182,0.0193,0.9274,A-,10.98,B-,5.9,B+,229276,1287,886,45.26,942,-345,Neutral,7.953085766,1178,8.574367161,0.905593722,10.81851749
"44.7162497148, -95.8683593995",Yellow Medicine County,MN,44.71624971,-95.8683594,554,629,828,1008,1112,56280,9528,757.96,12.571,40,-47,0.42,0.613,1.261,0.4252,0.0176,7.774,0.717,4.176,0.0268,0.0951,0.9457,10.24,1.094,0.0267,2.317,D,12.69,C,12.4,D,158280,888,603,47.264,826.2,-61.8,Neutral,8.253896794,917,8.626477997,1.351444084,9.189525232
"39.9835107818, -94.8020598986",Andrew County,MO,39.98351078,-94.8020599,598,680,895,1161,1255,64430,18135,435,41.69,-6,-125,-0.033,2.268,0.2536,0.4521,0.0691,10.5,1.045,4.531,0.0392,0.3934,1.832,3.228,0.9563,0.031,3.043,B,16.12,B,6.441,B,186788,1048,761,37.714,917.8,-130.2,Neutral,8.157912858,1005,8.614138397,1.523662135,9.82016029
"39.2157556331, -91.84158588",Audrain County,MO,39.21575563,-91.84158588,551,597,748,977,1005,63345,24962,693,36.02,-390,-530,-1.562,2.107,0.8332,0.4652,0.1337,11.55,1.65,5.379,0.0334,0.0289,0.7385,57.91,1.377,0.0291,3.539,B-,18.61,C+,60.08,F,128564,721,475,51.789,775.6,54.6,Neutral,8.25407221,916,8.647133143,1.62629503,10.13570977
"38.2572922743, -94.339996655",Bates County,MO,38.25729227,-94.33999666,604,608,800,1043,1317,64752,16042,848,18.917,93,145,0.58,1.13,0.158,0.4616,0.141,6.478,2.581,4.592,0.0568,0.0465,1.167,4.515,0.9639,0.0399,1.891,A,13.71,A-,6.732,B,166584,935,625,49.6,874.4,-60.6,Neutral,8.261683176,898,8.626693128,1.234598998,9.699411064
"37.322190727, -90.0259472067",Bollinger County,MO,37.32219073,-90.02594721,597,680,871,1238,1372,63787,10567,621,17.016,-60,-54,-0.568,3.399,1.213,0.5085,0.1579,7.185,2.037,7.702,0.1225,0.0594,2.112,5.003,1.027,0.0638,5.279,D+,17.05,B-,8.266,C,142259,798,573,39.267,951.6,153.6,Neutral,8.364044679,795,8.664371046,1.920592341,9.29035231
"38.8355168847, -91.92602044",Callaway County,MO,38.83551688,-91.92602044,634,638,840,1022,1284,63388,44283,839,52.781,95,472,0.215,3.814,0.4266,0.4822,0.1246,14.35,1.94,7.134,0.0388,0.2444,0.3822,5.218,1.094,0.0716,4.847,C-,23.47,C-,7.011,B-,214484,1204,813,48.093,883.6,-320.4,Neutral,7.999814548,1141,8.579002993,1.855203642,10.70434499
"37.3840412342, -89.6844539015",Cape Girardeau County,MO,37.38404123,-89.6844539,597,680,871,1238,1372,63755,81710,579,141.123,752,1192,0.92,1.787,0.1914,0.4517,0.066,11.28,1.317,3.82,0.1029,0.0272,0.766,3.681,0.8146,0.0212,2.496,A-,16.51,B,5.31,A-,224439,1260,819,53.846,951.6,-308.4,Neutral,8.066390102,1085,8.5812566,1.396739619,11.3141818
"39.5150814814, -92.9626237174",Chariton County,MO,39.51508148,-92.96262372,549,585,746,1039,1064,64681,7408,756,9.799,25,-23,0.337,2.417,2.038,0.4908,0.0875,7.353,1.433,7.304,0.0545,0.022,0.6569,2.131,1.204,0.0502,5.033,C-,16.14,B,4.064,A,144634,812,536,51.493,796.6,-15.4,Neutral,8.2800057,883,8.634762871,1.883882758,8.945593271
"38.5054099582, -92.2816072464",Cole County,MO,38.50540996,-92.28160725,607,611,748,1063,1064,65040,77279,392,197.14,338,-315,0.437,1.786,0.1072,0.4516,0.0656,47.86,1.055,2.909,0.0344,0.034,0.129,4.914,0.74,0.0204,2.41,A-,51.86,D-,5.837,B+,248933,1397,924,51.19,818.6,-578.4,Neutral,7.819909052,1248,8.529279853,1.375233414,11.25861369
"38.843539656, -92.8101191097",Cooper County,MO,38.84353966,-92.81011911,550,600,777,1039,1324,65348,17103,565,30.271,100,-336,0.585,2.375,0.066,0.4577,0.0673,6.991,1.35,4.19,0.0445,0.7953,0.7211,3.862,0.7518,0.031,2.966,B+,12.58,A,6.161,B+,202890,1139,803,41.843,858,-281,Neutral,8.062530487,1092,8.586383377,1.506740514,9.762442287
"37.6066301658, -91.5078826618",Dent County,MO,37.60663017,-91.50788266,549,567,746,991,1065,65560,14421,754,19.126,39,48,0.27,4.099,1.056,0.477,0.0982,33,2.426,6.532,0.0664,0.2886,1.369,5.788,0.784,0.0723,5.73,D,42.03,D-,8.302,C,146777,824,558,47.67,783.6,-40.4,Neutral,8.25365134,918,8.630307568,1.984581261,9.594718028
"36.2721371509, -90.0909046758",Dunklin County,MO,36.27213715,-90.09090468,549,567,746,955,1015,63852,28283,546,51.8,-345,-880,-1.22,3.56,1.364,0.4735,0.1118,8.672,1.811,8.09,0.036,0.0476,2.722,4.878,0.7639,0.0448,5.509,D+,18.61,C+,8.457,C,109815,616,418,47.368,766.4,150.4,Neutral,8.351441897,804,8.663818484,1.953736585,10.25937719
"38.4408670947, -91.5079334292",Gasconade County,MO,38.44086709,-91.50793343,551,568,748,910,1274,65062,14794,520,28.45,-23,-26,-0.155,2.141,0.2899,0.4618,0.0655,17.41,1.145,3.406,0.0548,0.0517,0.2171,7.698,1.016,0.5877,2.959,B+,22.02,C-,9.571,C-,184811,1037,728,42.445,810.2,-226.8,Neutral,8.075877986,1080,8.596447896,1.505187891,9.619797501
"40.2121076763, -94.4099168493",Gentry County,MO,40.21210768,-94.40991685,549,567,746,979,1173,64489,6162,492,12.524,84,88,1.363,3.136,0.3859,0.4747,0.1688,7.996,3.208,6.433,0.0708,0.2147,0.6382,6.603,1.274,0.0923,4.165,C+,17.71,B-,8.821,C-,139813,785,459,71.024,802.8,17.8,Neutral,8.369313546,789,8.640648995,1.74239414,8.768418727
"37.9407856984, -93.3207208702",Hickory County,MO,37.9407857,-93.32072087,499,567,746,935,1157,65774,8279,399,20.749,36,353,0.435,1.669,0.1151,0.4852,0.0745,7.24,1.48,7.809,0.073,0.0457,0.4067,41.27,0.7734,0.1971,2.344,A-,16.6,B,42.69,F,119056,668,434,53.917,780.8,112.8,Neutral,8.416786262,734,8.657302899,1.358409158,9.053101596
"40.0944306459, -95.215512199",Holt County,MO,40.09443065,-95.2155122,549,567,746,997,1242,64487,4223,462,9.141,21,36,0.497,2.626,1.878,0.4863,0.072,9.065,0.9368,5.888,0.0614,0.2209,0.589,4.887,1.281,0.0428,5.062,C-,15.95,B,7.02,B-,132046,741,473,56.66,820.2,79.2,Neutral,8.37004533,788,8.651444325,1.888281036,8.409385239
"36.7740135585, -91.8865416662",Howell County,MO,36.77401356,-91.88654167,549,567,746,998,1002,65609,39750,928,42.834,651,883,1.638,4.108,1.901,0.4786,0.0686,15.33,1.945,6.735,0.0801,0.1605,0.408,4.568,0.7855,0.0507,6.557,D,24.09,C-,5.972,B+,161776,908,610,48.852,772.4,-135.6,Neutral,8.244913855,928,8.613157703,2.092234363,10.59703465
"37.6583184627, -92.590351423",Laclede County,MO,37.65831846,-92.59035142,549,567,746,996,1271,65543,36039,766,47.048,178,271,0.494,3.803,1.831,0.4792,0.071,7.73,1.502,6.903,0.0462,0.4589,0.9987,3.521,1.091,0.1909,6.184,D,16.18,B,6.26,B,162580,912,621,46.86,825.8,-86.2,Neutral,8.222796355,950,8.622093601,2.045108863,10.49971075
"38.1616348912, -91.9248859666",Maries County,MO,38.16163489,-91.92488597,549,660,746,970,1157,65058,8432,438,19.251,9,1,0.107,4.405,0.8479,0.4643,0.0665,16.7,1.293,4.502,0.0551,1.045,0.4737,4.098,0.7696,0.0179,5.784,D,22.55,C-,6.404,B,212398,1192,774,54.005,816.4,-375.6,Neutral,7.94023304,1191,8.568570482,1.991975516,9.070848393
"36.628673995, -94.3483586551",McDonald County,MO,36.628674,-94.34835866,621,624,746,988,1251,64850,23303,804,28.984,160,280,0.687,4.306,1.392,0.4798,0.0669,25.91,2.158,6.822,0.1617,0.0886,2.817,6.25,0.7924,0.0409,6.244,D,35.06,D,9.988,D+,154951,870,572,52.098,846,-24,Neutral,8.283155332,880,8.633232485,2.05284086,10.06768757
"38.6327516348, -92.5830546608",Moniteau County,MO,38.63275163,-92.58305466,563,567,746,951,1084,65046,15473,417,37.106,-64,-257,-0.414,5.199,0.3662,0.4541,0.0653,9.046,1.232,3.597,0.0387,0.236,0.6795,2.9,0.8126,0.1091,6.085,D,13.91,A-,4.737,A,196797,1104,720,53.333,782.2,-321.8,Neutral,7.96506942,1166,8.578739741,2.032218898,9.663896988
"36.5946453006, -89.6518318853",New Madrid County,MO,36.5946453,-89.65183189,561,579,762,929,1024,63870,16434,678,24.239,-329,-740,-2.002,2.265,1.713,0.517,0.1746,55.2,2.2,8.069,0.0703,0.0667,0.7497,6.844,0.8694,0.0347,4.669,C,65.54,F,8.565,C,114101,640,411,55.718,771,131,Neutral,8.291187131,870,8.660462021,1.826965725,9.723163998
"40.3607737937, -94.8834337255",Nodaway County,MO,40.36077379,-94.88343373,607,627,798,996,1331,64428,21241,877,24.22,-314,-570,-1.478,1.22,1.44,0.4591,0.0667,6.583,0.9027,5.716,0.0267,0.0574,0.1347,6.004,1.281,0.0253,3.186,B,13.23,A,7.503,C+,178249,1000,674,48.368,871.8,-128.2,Neutral,8.084193081,1071,8.614501374,1.554347946,9.976133743
"36.6867158656, -91.4032949632",Oregon County,MO,36.68671587,-91.40329496,549,567,746,1060,1171,65690,8635,792,10.903,93,91,1.077,4.155,1.409,0.4823,0.1597,12.64,1.65,8.225,0.0879,0.0502,2.677,2.107,0.8896,0.0482,6.206,D,22.61,C-,5.772,B+,136331,765,525,45.714,818.6,53.6,Neutral,8.373609505,785,8.646957497,2.047950875,9.093918909
"36.6493218817, -92.4446635679",Ozark County,MO,36.64932188,-92.44466357,605,624,822,1000,1104,65761,8553,747,11.45,166,384,1.941,2.959,0.0493,0.508,0.0672,19.37,2.276,7.119,0.1216,0.0677,0.898,7.329,1.113,0.0598,3.583,B-,28.89,D,9.468,C-,163116,915,581,57.487,831,-84,Neutral,8.309377305,848,8.622489705,1.634910708,9.084663764
"36.2114502716, -89.7853789263",Pemiscot County,MO,36.21145027,-89.78537893,549,658,746,974,1127,63857,15661,493,31.767,-384,-820,-2.452,5.064,0.3607,0.4849,0.102,11.05,2.365,7.155,0.0635,0.0494,1.998,5.86,0.7824,0.0317,6.011,D,20.64,C,8.722,C-,113163,635,469,35.394,810.8,175.8,Neutral,8.29619529,860,8.668196065,2.022474286,9.675771061
"38.7282893735, -93.2850962929",Pettis County,MO,38.72828937,-93.28509629,613,643,833,1105,1199,65301,42980,685,62.745,147,369,0.342,2.552,0.4875,0.4757,0.0702,11.61,3.968,6.456,0.0442,0.5421,1.623,7.716,0.8101,0.0276,3.585,B-,22.08,C-,10.72,D+,179320,1006,686,46.647,878.6,-127.4,Neutral,8.187281859,994,8.614646528,1.635300572,10.67466002
"37.8771285847, -91.7923648921",Phelps County,MO,37.87712858,-91.79236489,610,647,852,1080,1209,65529,44638,673,66.327,364,673,0.815,3.637,0.3542,0.4784,0.218,6.875,1.685,3.021,0.0345,0.0858,0.5557,3.153,1.094,0.0134,4.687,C-,11.62,A+,4.902,A-,206774,1160,778,49.1,879.6,-280.4,Neutral,8.070884684,1082,8.586495348,1.829857758,10.71228216
"39.3803407733, -94.7737543641",Platte County,MO,39.38034077,-94.77375436,885,1002,1164,1530,1777,64118,106718,420,254.09,1814,3816,1.7,2.178,0.7183,0.4638,0.0712,11.14,4.701,3.403,0.0582,0.5177,1.189,4.887,0.9865,0.0104,3.431,B-,19.3,C+,7.59,C+,373323,2095,1376,52.253,1271.6,-823.4,Neutral,7.621187688,1310,8.479657458,1.6048273,11.58043457
"39.5276701706, -91.5220242163",Ralls County,MO,39.52767017,-91.52202422,632,652,858,1055,1417,63459,10355,471,21.985,42,65,0.406,2.383,3.836,0.4578,0.0668,7.723,1.175,5.307,0.0294,0.0204,0.6034,4.752,1.07,0.0287,6.744,D-,14.23,A-,6.475,B,178918,1004,717,40.028,922.8,-81.2,Neutral,8.203236786,978,8.62299361,2.115049969,9.270588452
"39.3524140547, -93.9898835294",Ray County,MO,39.35241405,-93.98988353,885,1002,1164,1530,1777,64017,23158,570,40.628,46,-53,0.199,1.499,0.2168,0.4602,0.067,13.74,3.318,3.644,0.0355,0.0427,0.8093,2.827,1.01,0.0268,2.243,A-,20.74,C,4.717,A,195988,1100,730,50.685,1271.6,171.6,Neutral,8.40441613,749,8.667473534,1.332102132,10.06151642
"37.3623265574, -90.9690828337",Reynolds County,MO,37.36232656,-90.96908283,555,572,753,916,1167,63957,6096,811,7.517,-76,-87,-1.247,3.522,1.189,0.475,0.0808,14.93,2.598,7.027,0.0776,0.0982,3.387,6.265,0.8328,0.1177,5.267,D+,24.63,D+,10.7,D+,131376,737,511,44.227,792.6,55.6,Neutral,8.25634131,912,8.647308757,1.918832552,8.758098072
"40.4525990445, -92.1470474552",Scotland County,MO,40.45259904,-92.14704746,549,567,746,1059,1157,63563,4716,308,15.312,-36,-66,-0.763,3.101,1.829,0.4752,0.1065,141.2,1.597,8.328,0.0504,0.1382,2.697,3.625,0.9623,0.2519,5.512,D+,151.2,F,7.674,C+,150527,845,534,58.24,815.6,-29.4,Neutral,8.203450953,977,8.632270347,1.954161725,8.513586696
"37.1573917455, -91.4005112879",Shannon County,MO,37.15739175,-91.40051129,588,606,798,971,1237,65560,7031,421,16.701,108,166,1.536,4.099,1.056,0.477,0.0982,33,2.426,6.532,0.0664,0.2886,1.369,5.788,0.784,0.0723,5.73,D,42.03,D-,8.302,C,169410,951,638,49.06,840,-111,Neutral,8.251743925,919,8.617617544,1.984581261,8.895218584
"38.781907067, -90.6748987038",St. Charles County,MO,38.78190707,-90.6748987,748,795,999,1294,1512,63332,405262,56,7236.821,3292,8541,0.812,1.485,0.0559,0.4494,0.0757,16.97,1.669,4.122,0.0302,0.0191,2.639,2.773,0.9332,0.0155,2.066,A,22.79,C-,6.38,B,342995,1925,1224,57.271,1069.6,-855.4,Neutral,8.365112848,794,8.472990489,1.284261636,12.9129452
"37.8102830478, -90.4722676012",St. Francois County,MO,37.81028305,-90.4722676,555,572,753,1030,1034,63036,66922,508,131.736,-88,43,-0.131,1.723,0.7503,0.4636,0.0712,4.365,1.636,6.099,0.046,0.0383,0.7223,8.735,0.8558,0.1457,3.008,B,12.15,A+,10.5,D+,196998,1106,633,74.724,788.8,-317.2,Neutral,8.015034306,1127,8.579604452,1.516005968,11.11524994
"37.8944043802, -90.1944237",Ste. Genevieve County,MO,37.89440438,-90.1944237,627,647,852,1037,1314,63028,18479,450,41.064,73,165,0.395,1.587,0.3132,0.4552,0.0688,9.453,1.596,3.841,0.0341,0.0367,0.9533,4.035,0.7986,0.0228,2.424,A-,14.92,B+,5.846,B+,243200,1365,911,49.835,895.4,-469.6,Neutral,7.883226764,1215,8.550550595,1.378766095,9.838682329
"36.8556222182, -89.9443100866",Stoddard County,MO,36.85562222,-89.94431009,549,567,746,948,1201,63841,28672,501,57.23,-105,-297,-0.366,3.143,0.6476,0.4751,0.0669,10.93,1.941,5.995,0.0694,0.0593,1.142,4.704,0.7695,0.0334,4.333,C,18.93,C+,6.708,B,145840,818,551,48.457,802.2,-15.8,Neutral,8.251606443,920,8.634691742,1.771386679,10.27291089
"36.6547348009, -93.0411071081",Taney County,MO,36.6547348,-93.04110711,666,671,883,1174,1504,65614,56066,651,86.123,487,763,0.869,3.117,0.3165,0.5008,0.0674,7.533,3.048,6.401,0.0831,0.0407,9.583,2.859,1.061,0.0374,4.001,C+,17.06,B-,13.58,D-,210925,1184,798,48.371,979.6,-204.4,Neutral,8.137209518,1024,8.600578,1.713257241,10.93901804
"37.31730701, -91.9650546828",Texas County,MO,37.31730701,-91.96505468,549,660,746,1015,1271,65571,24487,632,38.745,443,841,1.809,3.573,0.5729,0.5309,0.1172,22.17,1.729,7.307,0.081,0.0539,4.223,5.444,0.818,0.0526,4.794,C-,31.29,D,10.59,D+,149991,842,599,40.568,848.2,6.2,Neutral,8.379403148,780,8.638596333,1.846878768,10.11670197
"37.8505815921, -94.3424415366",Vernon County,MO,37.85058159,-94.34244154,596,615,809,1058,1322,64772,19707,1179,16.715,46,-59,0.233,3.206,1.222,0.4775,0.093,10.95,2.207,10.24,0.0412,0.0461,1.438,9.574,0.9034,0.0506,4.999,C-,23.44,C-,12.01,D,148920,836,544,53.676,880,44,Neutral,8.32007687,836,8.645269733,1.878701399,9.90213664
"34.8807714578, -88.5802645599",Alcorn County,MS,34.88077146,-88.58026456,578,582,766,1083,1155,38683,34740,400,86.85,-225,-539,-0.648,1.784,0.4532,0.1839,0.0977,14.77,0.4089,7.552,0.1216,1.121,2.415,5.52,0.7885,0.0393,2.519,D+,22.85,C+,9.883,C+,140292,787,532,47.932,832.8,45.8,Neutral,8.300995492,857,8.645586406,1.402413743,10.46327475
"31.1743965268, -90.8044314871",Amite County,MS,31.17439653,-90.80443149,608,611,766,959,1041,39666,12720,730,17.425,-25,-102,-0.197,0.7917,0.4871,0.1667,0.0237,9.006,0.49,7.45,0.055,0.0489,2.955,4.556,0.7552,0.0337,1.469,B-,17,B+,8.349,B,105617,593,418,41.866,797,204,Neutral,8.466800498,679,8.673033871,1.10359983,9.471627133
"33.0862934726, -89.5815415958",Attala County,MS,33.08629347,-89.5815416,598,602,766,1037,1041,39051,17889,735,24.339,-197,-376,-1.101,1.194,0.6136,0.1805,0.0261,14.09,1.93,8.745,0.1005,0.2468,2.506,9.563,0.7906,0.0309,2.014,C,24.87,C,13.14,C-,109048,612,435,40.69,808.8,196.8,Neutral,8.408379042,744,8.67180091,1.269760545,9.806701284
"33.7955389816, -90.8804009104",Bolivar County,MS,33.79553898,-90.88040091,585,589,775,943,1041,38726,30985,876,35.371,-810,-1603,-2.614,2.491,1.967,0.1883,0.035,32.34,0.728,8.918,0.2659,0.0611,3.247,7.171,1.181,0.0494,4.681,D-,42.25,D,11.71,C,125221,703,484,45.248,786.6,83.6,Neutral,8.216428708,965,8.652213475,1.828894676,10.34980665
"31.9736926021, -90.9118133348",Claiborne County,MS,31.9736926,-90.91181333,647,683,771,965,1048,39144,9135,487,18.758,-93,-330,-1.018,2.462,1.425,0.1977,0.0396,108.8,1.566,13.17,0.1965,0.0635,12.26,32.59,0.8637,0.1207,4.124,D-,123.7,F,45.9,F,87729,492,341,44.282,822.8,330.8,Neutral,8.518886368,633,8.694502206,1.735189118,9.148571346
"34.2291655931, -90.602687016",Coahoma County,MS,34.22916559,-90.60268702,600,678,766,1038,1079,38626,21390,554,38.61,-535,-1196,-2.501,1.504,0.5539,0.1875,0.1032,30.21,1.652,8.875,0.2665,0.1643,2.715,7.011,1.103,0.0389,2.349,D+,41,D,11.03,C,91649,514,333,54.354,832.2,318.2,Neutral,8.438449369,710,8.692389423,1.359693679,9.983037831
"31.8692373987, -90.448798677",Copiah County,MS,31.8692374,-90.44879868,895,908,1059,1289,1463,39059,28368,777,36.51,-208,-652,-0.733,1.898,0.4282,0.179,0.0281,21.71,0.4723,8.995,0.0841,0.2817,2.347,5.577,0.7569,0.0289,2.534,D+,31.26,D+,8.992,B-,104660,587,442,32.805,1122.8,535.8,Neutral,8.695290062,444,8.728264161,1.406096988,10.2623501
"33.7699538621, -89.8020061532",Grenada County,MS,33.76995386,-89.80200615,580,584,769,966,1050,38922,21629,422,51.254,-224,-539,-1.036,1.297,0.6223,0.1839,0.0311,21.42,1.118,8.892,0.109,0.0339,2.574,4.944,0.9733,0.0309,2.134,C-,31.53,D+,8.556,B-,130490,732,528,38.636,789.8,57.8,Neutral,8.292379646,866,8.647694999,1.302912752,9.994013579
"32.2667019192, -90.4428211702",Hinds County,MS,32.26670192,-90.44282117,895,908,1059,1289,1463,39216,227742,869,262.074,-4778,-10020,-2.098,2.363,0.9022,0.1825,0.0291,23.84,0.6339,11.12,0.1954,0.1525,3.843,10.53,0.9331,0.0657,3.476,D,35.79,D,15.53,D+,167209,938,591,58.714,1122.8,184.8,Neutral,8.346804733,809,8.66974259,1.613828261,12.337136
"33.12869729, -90.5266210224",Humphreys County,MS,33.12869729,-90.52662102,643,678,766,1025,1029,39194,7785,418,18.624,-215,-457,-2.762,2.994,2.79,0.1958,0.3716,29.37,0.6303,38.15,0.1984,0.1762,6.575,13.69,0.9264,0.0913,6.352,F,68.36,F,21.46,D-,87606,492,346,42.197,828.2,336.2,Neutral,8.416969601,733,8.69540632,2.066609563,8.993551586
"32.7413905566, -90.9892124114",Issaquena County,MS,32.74139056,-90.98921241,641,646,850,1035,1155,39159,1338,413,3.24,-24,-62,-1.794,4.447,0.6483,0.1868,0.0516,53.86,0.8252,11.48,0.1858,0.3066,1.566,9.666,0.961,0.0497,5.334,F,66.35,F,12.55,C-,94590,531,429,23.776,865.4,334.4,Neutral,8.466496919,680,8.69510504,1.928618652,7.380255788
"34.2799867489, -88.3613228409",Itawamba County,MS,34.27998675,-88.36132284,637,641,766,955,1029,38849,23863,532,44.855,37,42,0.155,0.6989,0.1018,0.167,0.0207,7.202,0.3304,4.94,0.0494,0.0223,1.481,2.945,0.7668,0.0258,0.9884,A,12.52,A,5.241,A+,121791,683,445,53.483,805.6,122.6,Neutral,8.418559433,731,8.659005205,0.929956923,10.09116972
"31.5696411088, -89.8230024414",Jefferson Davis County,MS,31.56964111,-89.82300244,608,611,766,1003,1041,39427,11321,408,27.748,-70,-235,-0.618,0.7991,0.3721,0.193,0.026,47.82,0.4913,7.243,0.0766,0.051,1.664,9.936,0.7749,0.0461,1.39,B,55.64,D-,12.47,C-,104882,589,404,45.792,805.8,216.8,Neutral,8.455785294,693,8.675222056,1.077048111,9.357639059
"32.7545579307, -88.6411594239",Kemper County,MS,32.75455793,-88.64115942,608,611,766,1037,1041,39354,8988,766,11.734,-127,-327,-1.413,1.093,0.5215,0.1747,0.0258,5.768,1.603,9.631,0.11,0.4471,7.147,5.267,0.7893,0.029,1.815,C,17.11,B,13.68,D+,95693,537,385,39.481,812.6,275.6,Neutral,8.460252646,684,8.685212963,1.212238549,9.132811169
"32.7535170026, -89.5240158465",Leake County,MS,32.753517,-89.52401585,578,582,766,932,1065,39365,21275,583,36.492,-112,-137,-0.526,1.011,0.1948,0.1726,0.03,16.36,0.9857,8.215,0.0796,0.0327,3.29,3.904,0.7614,0.0345,1.408,B,25.64,C,8.023,B,103412,580,423,37.116,784.6,204.6,Neutral,8.454068345,695,8.673136549,1.083160184,9.977713375
